stid,dsid,sitename,lat,long,dep_env,Lake/Bog/Neither [Andria],edited [Claire],notes [Claire],Site Notes [Grace&Jack],lake_size [ha],lake_size_andria_ge [m2],Notes [Andria],Status [Grace],Tilia's Entered Lake Size (ha) [Grace],Notes [Grace]
16802,26728,Haleakalā Volcano 12L,20.7441,-156.14243,Soil,,NA,NA,,NA,,,,,
16803,26729,Haleakalā Volcano 12M,20.74462,-156.14221,Soil,,NA,NA,,NA,,,,,
16804,26730,Haleakalā Volcano 12N,20.74507,-156.14217,Soil,,NA,NA,,NA,,,,,
16805,26731,Haleakalā Volcano 12O,20.74554,-156.14243,Soil,,NA,NA,,NA,,,,,
16806,26732,Haleakalā Volcano 12P,20.74593,-156.14199,Soil,,NA,NA,,NA,,,,,
16807,26733,Haleakalā Volcano 12Q,20.74653,-156.14277,Soil,,NA,NA,,NA,,,,,
16808,26734,Haleakalā Volcano 12R,20.74688,-156.14293,Soil,,NA,NA,,NA,,,,,
16809,26735,Haleakalā Volcano 13K,20.74286,-156.14568,Soil,,NA,NA,,NA,,,,,
16810,26736,Haleakalā Volcano 13L,20.74368,-156.14477,Soil,,NA,NA,,NA,,,,,
16811,26737,Haleakalā Volcano 13M,20.74441,-156.14478,Soil,,NA,NA,,NA,,,,,
16812,26738,Haleakalā Volcano 13N,20.74503,-156.14508,Soil,,NA,NA,,NA,,,,,
16813,26739,Haleakalā Volcano 13O,20.74533,-156.14539,Soil,,NA,NA,,NA,,,,,
16814,26740,Haleakalā Volcano 13P,20.74582,-156.14546,Soil,,NA,NA,,NA,,,,,
16815,26741,Haleakalā Volcano 13Q,20.74616,-156.14521,Soil,,NA,NA,,NA,,,,,
16816,26742,Haleakalā Volcano 13R,20.74664,-156.14515,Soil,,NA,NA,,NA,,,,,
16817,26743,Haleakalā Volcano 5E,20.73482,-156.12346,Soil,,NA,NA,,NA,,,,,
16818,26744,Haleakalā Volcano 5F,20.735,-156.12276,Soil,,NA,NA,,NA,,,,,
16819,26745,Haleakalā Volcano 5G,20.73512,-156.1219,Soil,,NA,NA,,NA,,,,,
16820,26746,Haleakalā Volcano 5H,20.73541,-156.12119,Soil,,NA,NA,,NA,,,,,
16821,26747,Haleakalā Volcano 5I,20.73561,-156.12046,Soil,,NA,NA,,NA,,,,,
16822,26748,Haleakalā Volcano 5J,20.73567,-156.1202,Soil,,NA,NA,,NA,,,,,
16823,26749,Haleakalā Volcano 5K,20.73554,-156.11939,Soil,,NA,NA,,NA,,,,,
16824,26750,Haleakalā Volcano 5L,20.73575,-156.11888,Soil,,NA,NA,,NA,,,,,
16825,26751,Haleakalā Volcano 5M,20.73697,-156.11451,Soil,,NA,NA,,NA,,,,,
16826,26752,Haleakalā Volcano 5N,20.73704,-156.11337,Soil,,NA,NA,,NA,,,,,
16827,26753,Haleakalā Volcano 5O,20.73729,-156.11319,Soil,,NA,NA,,NA,,,,,
16828,26754,Haleakalā Volcano 5P,20.73724,-156.11243,Soil,,NA,NA,,NA,,,,,
16829,26755,Haleakalā Volcano 5Q,20.7378,-156.11246,Soil,,NA,NA,,NA,,,,,
16830,26756,Haleakalā Volcano 5R,20.73753,-156.11134,Soil,,NA,NA,,NA,,,,,
16831,26757,Haleakalā Volcano 6G,20.73588,-156.12321,Soil,,NA,NA,,NA,,,,,
16832,26758,Haleakalā Volcano 6H,20.73616,-156.12287,Soil,,NA,NA,,NA,,,,,
16833,26759,Haleakalā Volcano 6I,20.73654,-156.12188,Soil,,NA,NA,,NA,,,,,
16834,26760,Haleakalā Volcano 6J,20.73675,-156.1213,Soil,,NA,NA,,NA,,,,,
16835,26761,Haleakalā Volcano 6K,20.73737,-156.12108,Soil,,NA,NA,,NA,,,,,
16836,26762,Haleakalā Volcano 6L,20.73783,-156.12087,Soil,,NA,NA,,NA,,,,,
16837,26763,Haleakalā Volcano 6M,20.73812,-156.12045,Soil,,NA,NA,,NA,,,,,
16838,26764,Haleakalā Volcano 6N,20.73875,-156.11982,Soil,,NA,NA,,NA,,,,,
16839,26765,Haleakalā Volcano 6O,20.74007,-156.11856,Soil,,NA,NA,,NA,,,,,
16840,26766,Haleakalā Volcano 6P,20.74032,-156.11781,Soil,,NA,NA,,NA,,,,,
16841,26767,Haleakalā Volcano 6Q,20.74067,-156.11744,Soil,,NA,NA,,NA,,,,,
16842,26768,Haleakalā Volcano 6R,20.74063,-156.11674,Soil,,NA,NA,,NA,,,,,
16843,26769,Haleakalā Volcano 7E,20.73639,-156.12661,Soil,,NA,NA,,NA,,,,,
16844,26770,Haleakalā Volcano 7F,20.7369,-156.12594,Soil,,NA,NA,,NA,,,,,
16845,26771,Haleakalā Volcano 7G,20.73718,-156.12479,Soil,,NA,NA,,NA,,,,,
16846,26772,Haleakalā Volcano 7H,20.73769,-156.12432,Soil,,NA,NA,,NA,,,,,
16847,26773,Haleakalā Volcano 7I,20.73802,-156.12404,Soil,,NA,NA,,NA,,,,,
16848,26774,Haleakalā Volcano 7J,20.73842,-156.12391,Soil,,NA,NA,,NA,,,,,
16849,26775,Haleakalā Volcano 7K,20.73881,-156.12364,Soil,,NA,NA,,NA,,,,,
16850,26776,Haleakalā Volcano 8beta,20.73234,-156.13398,Soil,,NA,NA,,NA,,,,,
16851,26777,Haleakalā Volcano 8G,20.73848,-156.12709,Soil,,NA,NA,,NA,,,,,
16852,26778,Haleakalā Volcano 8H,20.73909,-156.12695,Soil,,NA,NA,,NA,,,,,
16853,26779,Haleakalā Volcano 8I,20.7396,-156.12656,Soil,,NA,NA,,NA,,,,,
16854,26780,Haleakalā Volcano 8J,20.74038,-156.1256,Soil,,NA,NA,,NA,,,,,
16855,26781,Haleakalā Volcano 8K,20.74082,-156.12518,Soil,,NA,NA,,NA,,,,,
16856,26782,Haleakalā Volcano 8L,20.74143,-156.12499,Soil,,NA,NA,,NA,,,,,
16857,26783,Haleakalā Volcano 8M,20.7417,-156.12483,Soil,,NA,NA,,NA,,,,,
16858,26784,Haleakalā Volcano 8N,20.74192,-156.1246,Soil,,NA,NA,,NA,,,,,
16859,26785,Haleakalā Volcano 8O,20.74218,-156.12442,Soil,,NA,NA,,NA,,,,,
16860,26786,Haleakalā Volcano 8P,20.74245,-156.12401,Soil,,NA,NA,,NA,,,,,
16861,26787,Haleakalā Volcano 8Q,20.74297,-156.12413,Soil,,NA,NA,,NA,,,,,
16862,26788,Haleakalā Volcano 8R,20.74381,-156.12407,Soil,,NA,NA,,NA,,,,,
16863,26789,Haleakalā Volcano 9G,20.73851,-156.13075,Soil,,NA,NA,,NA,,,,,
16864,26790,Haleakalā Volcano 9H,20.73919,-156.13038,Soil,,NA,NA,,NA,,,,,
16865,26791,Haleakalā Volcano 9I,20.73998,-156.12976,Soil,,NA,NA,,NA,,,,,
16866,26792,Haleakalā Volcano 9J,20.74042,-156.12972,Soil,,NA,NA,,NA,,,,,
16867,26793,Haleakalā Volcano 9K,20.74084,-156.1295,Soil,,NA,NA,,NA,,,,,
16868,26794,Haleakalā Volcano 9L,20.74143,-156.12918,Soil,,NA,NA,,NA,,,,,
262,268,Banks Island 74MS12,72.36667,-119.83333,Kettle Lake,,NA,NA,,NA,,,,,
263,269,Banks Island 74MS15,73.53333,-120.21667,Kettle Lake,,NA,NA,,NA,,,,,
27,27,Aliuk Pond,54.58333,-57.36667,Lacustrine,,1,Moved point based on map & site description in paper.,,9.1,,,done,12,kept Neotoma value
266,272,Big John Pond,47.559175,-94.970775,Kettle Lake,,2,Assumed correct location in pond (unlabeled),,1.9,,,done,1.8,kept Neotoma value
2636,2731,Stratton,44.29167,-89.18139,Lacustrine,,NA,NA,,NA,,,,,
268,274,Big Pond,39.76667,-78.55,Lacustrine,,NA,NA,,NA,,,,,
269,275,Billy's Lake,46.27058,-94.551555,Glacial Origin Lake,,2,Assumed correct location in lake (unlabeled),,2.7,,,done,2.5,kept Neotoma value
270,276,Bishops Falls,48.93611,-55.50556,Kettle Lake,,NA,NA,,NA,,,,,
272,278,Black Pond,35.62083,-84.18667,Solution Origin Lake,,1,Confirmed pond and area: Delcourt et al 1986,,1.3,,,done,1,kept Neotoma value
274,280,Blandin Pond,47.13333,-93.66667,Kettle Lake,,NA,NA,,NA,,,,,
275,281,BL-Tombigbee,33.56333,-88.47444,Lacustrine,,NA,NA,,NA,,,,,
281,287,Blue Mounds Creek,43.08333,-89.86667,Mire,,NA,NA,,NA,,,,,
2782,2877,Saint Joseph Lake,45.02874,-88.51223,Kettle Lake,,NA,NA,,NA,,,,,
2784,2879,Twin Lakes (CA:British Columbia),50.7871,-116.36186,Kettle Lake,,NA,NA,,NA,,,,,
2785,2880,Twin Lakes,37.46906,-108.10256,Lake Marginal Fen,,1,"Nudged, but there are two adjacent lakes, measured only the round lake.",,0.2,,,done,0.2,added dataset value
2786,2881,Twin Lakes,45.84889,-93.16778,Kettle Lake,,2,"Confirmed lake, site description: kettle lake",,9.9,,,done,11,added dataset value
2787,2882,Tyrrell Lake,66.05,-135.65556,Moraine Dammed Lake,,NA,NA,,NA,,,,,
2791,2886,Unknown Pond,45.60459,-70.633335,Glacial Origin Lake,,NA,NA,,NA,,,,,
2792,2888,Upper Graven Lake,46.18444,-95.30694,Kettle Lake,,2,"Confirmed lake: description, Almquist-Jacobson1992",,7,,,done,6.36,kept Neotoma value
2793,2890,Upper Mallot Lake,47.30833,-84.25833,Unknown,,1,"Confirmed site with Google Earth, changed area",,73.5,,,done,73.5,kept Neotoma value
2795,2892,Upper South Branch Pond,46.090115,-68.893285,Moraine Dammed Lake,,1,Used as example in README,,36,,,,,
2800,2897,Utricularia Lake,35.96889,-108.80833,Natural Lake,,2,Confirmed lake: Sandstone depression,,1.8,,,,,
29,29,Lake Allie,44.8036,-94.5579,Kettle Lake,,2,Confirmed lake by site description: kettle lake,,203.8,,,,,
2805,2902,Valhalla Hollow,44.30861,-74.37083,Small Hollow,,NA,NA,,NA,,,,,
2806,2903,Van Nostrand Lake,44,-79.38,Lacustrine,,NA,NA,,NA,,,,,
2815,2912,Baie du Diana,60.78278,-69.83278,Natural Lake,,NA,NA,,NA,,,,,
2822,2919,Volo Bog,42.35154,-88.18475,Mire,,2,Confirmed bog: King 1981,,0.1,,,,,
2825,2922,Walker Lake,48.52917,-124.00222,Unknown,,1,Confirmed site and area with publication,,0.4,,,,,
2828,2925,Watchtower Basin,52.78333,-117.08333,Bog,,NA,NA,,NA,,,,,
2829,2926,Waubashene Nippissing Transgression Site,44.78,-79.68,Unknown,,NA,NA,,NA,,,,,
2846,2943,"Water Conservation Area 2A, Site 2 (Site F1)",26.35972,-80.37056,Marsh,,NA,NA,,42049.5,,,,,
2847,2944,"Water Conservation Area 2A, Site 3 (Site U3)",26.2875,-80.41139,Marsh,,NA,NA,,42049.5,,,,,
2848,2945,"Water Conservation Area 3A, Site 4 (CA315 (AAS))",25.974,-80.6688,Marsh,,NA,NA,,NA,,,,,
2850,2947,Wells Mastodon Site,41.08333,-86.43333,Mire,,NA,NA,,NA,,,,,
2852,2949,Weslemkoon Lake,45.03333,-77.43333,Glacial Scour Lake,,NA,NA,,NA,,,,,
2853,2950,Whiskey Lake,35.98194,-108.81083,Natural Lake,,2,"Confirmed lake, changed area",,40.9,,,,,
2854,2951,Whitney's Gulch,51.51667,-57.3,Glacial Scour Lake,,1,Confirmed site and area with pub (Lamb 1980),,72,,,,,
2855,2952,White Lily Lake,46.08611,-93.10278,Kettle Lake,,2,Confirmed lake: site description and Cushing 1967,,12,,,,,
2856,2953,Whyac Lake,48.67222,-124.84444,Kettle Lake,,1,"Confirmed site with publication (Brown and Hebda 202), changed area",,5.5,,,,,
2857,2954,Wien Lake,64.33333,-151.26667,Natural Lake (Origin Unknown),,1,"Confirmed Site, Changed Area",,5945.2,,,,,
2858,2955,Wilcox Pass,52.24167,-117.21667,Bog,,NA,NA,,NA,,,,,
2859,2956,Willow River Pond,46.324305,-92.78081,Kettle Lake,,2,Assumed correct location in pond (unlabeled),,0.6,,,,,
2860,2957,Windsor Pond,42.53693,-72.980005,Glacial Scour Lake,,2,"Confirmed pond, site description",,18.9,,,,,
2862,2959,Winneconnet Pond,41.96667,-71.11667,Lacustrine,,1,Minimum info on site description and publications,,96.4,,,,,
290,296,Bob Lake,46.63361,-92.61472,Kettle Lake,,2,"Confirmed lake, site description: kettle lake",,30.8,,,,,
2864,2961,Wintergreen Lake,42.4,-85.38333,Lacustrine,,1,Confirmed lake and area: Manny et al 1978,,14.5,,,,,
2865,2962,Wild Spear Lake,59.25,-114.15,Kettle Lake,,NA,NA,,NA,,,,,
2866,2963,Site 62-1 (Riegel 1965),25.265,-81.13,Mangrove Swamp,,NA,NA,,NA,,,,,
2867,2964,Site 62-2 (Riegel 1965),25.23833,-81.16667,Salt Marsh,,NA,NA,,NA,,,,,
2868,2965,Site 62-3 (Riegel 1965),25.26,-81.17,Mangrove Swamp,,NA,NA,,NA,,,,,
2869,2966,Site 62-5 (Riegel 1965),25.305,-81.15,Mangrove Swamp,,NA,NA,,NA,,,,,
2870,2967,Site 62-6 (Riegel 1965),25.27667,-81.1285,Mangrove Swamp,,NA,NA,,NA,,,,,
2871,2968,Site 62-7 (Riegel 1965),25.28333,-81.16167,Mangrove Swamp,,NA,NA,,NA,,,,,
24279,2969,Site 62-9 (Riegel 1965),25.32333,-81.14167,Mangrove Swamp,,NA,NA,,NA,,,,,
2873,2970,Site 62-10 (Riegel 1965),25.35167,-81.11667,Mangrove Swamp,,NA,NA,,NA,,,,,
2874,2971,Site 62-11 (Riegel 1965),25.32,-81.12,Mangrove Swamp,,NA,NA,,NA,,,,,
2875,2972,Site 62-12 (Riegel 1965),25.50333,-81.17,Mangrove Swamp,,NA,NA,,NA,,,,,
2876,2973,Site 62-13 (Riegel 1965),25.455,-81.14833,Mangrove Swamp,,NA,NA,,NA,,,,,
2877,2974,Site 62-14 (Riegel 1965),25.41667,-81.12833,Mangrove Swamp,,NA,NA,,NA,,,,,
2878,2975,Site 62-15 (Riegel 1965),25.35167,-81.085,Mangrove Swamp,,NA,NA,,NA,,,,,
2879,2976,Site 62-17 (Riegel 1965),25.395,-81.11667,Mangrove Swamp,,NA,NA,,NA,,,,,
2880,2977,Site 62-18 (Riegel 1965),25.395,-81.14667,Mangrove Swamp,,NA,NA,,NA,,,,,
2881,2978,Site 62-19 (Riegel 1965),25.49167,-81.19,Mangrove Swamp,,NA,NA,,NA,,,,,
2882,2979,Site 62-20 (Riegel 1965),25.44333,-81.15667,Mangrove Swamp,,NA,NA,,NA,,,,,
292,298,Bog D Pond,47.1775,-95.162675,Kettle Lake,,NA,NA,,NA,,,,,
2883,2980,Site 62-21 (Riegel 1965),25.56167,-81.22667,Mangrove Swamp,,NA,NA,,NA,,,,,
2884,2981,Site 62-22 (Riegel 1965),25.57,-81.185,Mangrove Swamp,,NA,NA,,NA,,,,,
2885,2982,Site 64-21 (Riegel 1965),25.36333,-80.99167,Mangrove Swamp,,NA,NA,,NA,,,,,
2886,2983,Site 64-33 (Riegel 1965),25.14333,-81.04,Salt Marsh,,NA,NA,,NA,,,,,
2887,2984,Site 62-23 (Riegel 1965),25.47167,-80.825,Marsh,,NA,NA,,NA,,,,,
2888,2985,Site 62-24 (Riegel 1965),25.47167,-80.85,Marsh,,NA,NA,,NA,,,,,
2889,2986,Site 62-34 (Riegel 1965),25.32274,-80.80189,Marsh,,NA,NA,,NA,,,,,
2894,2991,Site 64-4 (Riegel 1965),25.66333,-81.01667,Marsh,,NA,NA,,NA,,,,,
2896,2993,Site 64-10 (Riegel 1965),25.60167,-80.75833,Slough,,NA,NA,,NA,,,,,
2897,2994,Site 64-9 (Riegel 1965),25.59533,-80.97564,Marsh,,NA,NA,,NA,,,,,
2898,2995,Site 64-7 (Riegel 1965),25.65019,-80.77026,Marsh,,NA,NA,,NA,,,,,
2899,2996,Site 64-14 (Riegel 1965),25.50923,-80.92988,Marsh,,NA,NA,,NA,,,,,
2900,2997,Site 64-15 (Riegel 1965),25.51833,-80.81667,Slough,,NA,NA,,NA,,,,,
2901,2998,Site 64-16 (Riegel 1965),25.56667,-80.79167,Slough,,NA,NA,,NA,,,,,
2902,2999,Site 64-16A (Riegel 1965),25.525,-80.76667,Slough,,NA,NA,,NA,,,,,
30,30,Almora Lake,46.20611,-95.29361,Glacial Origin Lake,,2,Confirmed lake: site description and publication.,,16.2,,,,,
2903,3000,Site 62-35 (Riegel 1965),25.38083,-80.80283,Moist Soil,,NA,NA,,NA,,,,,
296,302,Boone Lake,55.575,-119.43333,Glacial Origin Lake,,2,Seems in the right place,,167,,,,,
2930,3027,Site 64-18 (Riegel 1965),25.44372,-80.92339,Brackish Marsh,,NA,NA,,NA,,,,,
297,303,Border Beacon,55.33333,-63.2,Glacial Origin Lake,,1,Confimred site and area with publication,,130,,,,,
2933,3031,Wolsfeld Lake,45.005015,-93.57276,Kettle Lake,,2,Confirmed lake: description and Grimm 1983,,14.8,,,,,
2934,3032,Wolverine Lake,46.42917,-85.66111,Lacustrine,,3,Minimum info on site description and publications,,2.9,,,,,
2935,3033,Wonder Lake,63.48333,-151.08333,Moraine Dammed Lake,,NA,NA,,NA,,,,,
2936,3034,Woodcliff Lake,41.02,-74.03,Reservoir,,NA,NA,,NA,,,,,
2937,3035,Wood Lake,45.33333,-90.08333,Kettle Lake,,1,Site description: kettle lake. Area: Heide 1984,,25.3,,,,,
2938,3036,Woodworth Pond,47.15,-99.23333,Glacial Origin Lake,,NA,NA,,NA,,,,,
2940,3038,Point Woronzof Peat Section,61.12,-149.48,Mire,,NA,NA,,NA,,,,,
2941,3039,Woski Pond,37.725,-119.625,Lacustrine,,NA,NA,,NA,,,,,
298,304,Boriack Bog,30.36,-97.12611,Mire,,NA,NA,,NA,,,,,
2943,3041,Wylde Bog,43.9,-80.4,Bog,,2,"Confirmed site with Google Earth, changed area",,1425,,,,,
2944,3042,Wylde Lake,43.91,-80.4,Lacustrine,,NA,NA,,NA,,,,,
2947,3046,Lac Yelle,48.50389,-79.63778,Natural Lake,,1,"Confirmed site with Google Earth, changed area",,6.6,,,,,
2948,3047,Yellow Dog Pond,46.754925,-87.94245,Lacustrine,,3,Cannot find lake. Confirmed area: Brubaker 1975,,1.5,,,,,
2949,3048,Yesterday Lake,56.76667,-119.48333,Glacial Origin Lake,,NA,NA,,NA,,,,,
299,305,Bossuot Lake,44.296475,-93.73571,Kettle Lake,,2,"Confirmed lake, site description: kettle lake",,40.1,,,,,
2951,3050,Zuehl Farm Site,43.03,-93.87,Mire,,NA,NA,,NA,,,,,
2952,3051,Found Lake,45.55,-78.64,Lacustrine,,NA,NA,,NA,,,,,
2955,3054,Head Lake,37.71109,-105.740635,Wind Origin Lake,,NA,NA,,NA,,,,,
2957,3056,Como Lake,37.569525,-105.514165,Glacial Scour Lake,,1,"Confirmed site with Google Earth, Changed area",,3,,,,,
2959,3058,Basswood Road Lake/Splan Pond,45.25397,-67.33173,Lacustrine,,1,"Just off from site, checked against published lake area",,4,,,,,
300,306,Lac Boucané,47.45778,-69.45278,Natural Lake,,NA,NA,,NA,,,,,
244,3060,Bechan Cave,37.36667,-110.86667,Cave,,NA,NA,,NA,,,,,
245,3062,Beckman Lake,45.425,-93.18333,Mire,,1,"Confirmed site with Google Earth, changed area",,9.5,,,,,
301,307,Boundary Lake,55.25,-67.4,Lacustrine,,NA,NA,,NA,,,,,
302,308,Boundary Pond,45.56667,-70.675,Lacustrine,,NA,NA,,NA,,,,,
680,3081,Disterhaft Farm Bog,43.91694,-89.16694,Mire,,NA,NA,,NA,,,,,
303,309,Brandreth Bog,43.91667,-74.68333,Mire,,NA,NA,,NA,,,,,
304,311,Brisay 2,54.35583,-70.35778,Natural Lake,,1,"Seems very likely, but can't confirm completely.",,2,,,,,
305,312,Brophy Ditch,43.22,-81.73,Unknown,,NA,NA,,NA,,,,,
770,3125,E Lake,50.69095,-99.65835,Kettle Lake,,2,"Confirmed Lake, Changed Area",,3.9,,,,,
804,3126,Ferndale Bog,34.40556,-95.80833,Raised Bog,,NA,NA,,NA,,,,,
306,313,Brown Lake,45.77978,-89.49247,Glacial Origin Lake,,1,Site description: lake. Area: Kingston et al 1990,,37,,,,,
728,3130,Heart Lake,44.18236,-73.96963,Glacial Origin Lake,,1,"Confirmed Lake, Changed Area",,20.7,,,,,
196,3131,Hells Kitchen Lake,46.18612,-89.70273,Kettle Lake,,2,"Confirmed kettle lake:site description, Gajewski",,3,,,,,
529,3132,Hershop Bog,29.58333,-97.60833,Raised Bog,,NA,NA,,NA,,,,,
1128,3138,Jacobson Lake,46.41694,-92.71694,Kettle Lake,,NA,NA,,NA,,,,,
307,314,"Brown's Bay, Lake Minnetonka",44.95769,-93.545105,Kettle Lake,,2,Confirmed location in site description,,5573,,,,,
814,3149,John Klondike Bog,60.35667,-123.64667,Raised Bog,,NA,NA,,NA,,,,,
308,315,Brown Lake,40.68056,-82.0625,Kettle Lake,,NA,NA,,2.4,,,,,
309,316,Browns Pond,38.15472,-79.61639,Solution Origin Lake,,1,Confirmed pond and area: Kneller and Peteet 1993,,0.1,,,,,
311,318,Buckbean Fen,44.29861,-110.26056,Fen,,1,"Confirmed location with publication, changed area",,47.2,,,,,
312,319,Buck Lake,27.23444,-81.33222,Solution Origin Lake,,NA,NA,,NA,,,,,
317,324,Burden Lake,42.60379,-73.561755,Natural Lake,,2,"Confirmed site with Google Earth, changed area",,42,,,,,
318,325,Burntside Lake,47.92417,-91.99472,Lacustrine,,2,"Confirmed lake, site description",,2918.1,,,,,
319,326,Lac à la Busque,46.27917,-70.59583,Natural Lake,,1,Minor move.,,23,,,,,
321,328,Cahaba Pond,33.5,-86.53333,Lacustrine,,1,"Moved a bit based on map, area confirmed & based on paper.",,0.2,,,,,
322,329,Saint-Calixte,45.96111,-73.86806,Natural Lake,,1,"Confirmed site with Google Earth, changed area",,2.4,,,,,
324,331,Camel Lake,30.26667,-85.01667,Solution Origin Lake,,1,"Confirmed site with Google Earth, changed area",,35,,,,,
1378,3315,Baker Lake (Nichols Site 17),64.31503,-96.00932,Moss Polster,,NA,NA,,NA,,,,,
1378,3316,Baker Lake (Nichols Site 17),64.31503,-96.00932,Moss Polster,,NA,NA,,NA,,,,,
1378,3317,Baker Lake (Nichols Site 17),64.31503,-96.00932,Moss Polster,,NA,NA,,NA,,,,,
1378,3318,Baker Lake (Nichols Site 17),64.31503,-96.00932,Moss Polster,,NA,NA,,NA,,,,,
1378,3319,Baker Lake (Nichols Site 17),64.31503,-96.00932,Moss Polster,,NA,NA,,NA,,,,,
325,332,Camp 11 Lake,46.66667,-88.01667,Lacustrine,,1,Confirmed lake and area: Brubaker 1975,,1.5,,,,,
1378,3320,Baker Lake (Nichols Site 17),64.31503,-96.00932,Moss Polster,,NA,NA,,NA,,,,,
1378,3321,Baker Lake (Nichols Site 17),64.31503,-96.00932,Moss Polster,,NA,NA,,NA,,,,,
326,333,Camp 12 Lake,45.985555,-89.379645,Glacial Origin Lake,,1,Site description: lage. Area: Kingston et al 1990,,35,,,,,
327,334,Campbell Lake,44.70722,-93.497645,Kettle Lake,,2,"Confirmed lake, site description: kettle lake",,21.7,,,,,
329,336,Candelabra Lake,61.68333,-130.65,Glacial Origin Lake,,NA,NA,,NA,,,,,
330,337,Tourbière Caribou,47.63972,-71.23583,Floating Mire,,NA,NA,,NA,,,,,
331,338,Carbuncle Pond,41.7,-71.78333,Lacustrine,,NA,NA,,NA,,,,,
332,339,Lac Caribou,48.19778,-64.94,Natural Lake,,1,"Small nudge, but no real clear map in the figure.",,2.6,,,,,
333,340,Caribou Bog,44.93672,-68.77344,Raised Bog,,2,Confirmed Bog. Approx area by 3.8x2.0 axes.,,780,,,,,
334,341,Caribou Hill,55.66667,-63.25,Lacustrine,,3,"Confirmed area with publication, unable to confirm exact location of lake",,65,,,,,
336,343,Carp Lake,45.91806,-120.88056,Explosion Crater Lake,,NA,NA,,9.3,,,,,
1395,3443,Repulse Bay (Nichols Site E) [Naujaat],66.5233,-86.2403,Moss Polster,,NA,NA,,NA,,,,,
1395,3444,Repulse Bay (Nichols Site E) [Naujaat],66.5233,-86.2403,Moss Polster,,NA,NA,,NA,,,,,
1395,3445,Repulse Bay (Nichols Site E) [Naujaat],66.5233,-86.2403,Moss Polster,,NA,NA,,NA,,,,,
1395,3446,Repulse Bay (Nichols Site E) [Naujaat],66.5233,-86.2403,Moss Polster,,NA,NA,,NA,,,,,
1395,3447,Repulse Bay (Nichols Site E) [Naujaat],66.5233,-86.2403,Moss Polster,,NA,NA,,NA,,,,,
1395,3448,Repulse Bay (Nichols Site E) [Naujaat],66.5233,-86.2403,Moss Polster,,NA,NA,,NA,,,,,
1395,3449,Repulse Bay (Nichols Site E) [Naujaat],66.5233,-86.2403,Moss Polster,,NA,NA,,NA,,,,,
1395,3450,Repulse Bay (Nichols Site E) [Naujaat],66.5233,-86.2403,Moss Polster,,NA,NA,,NA,,,,,
1395,3451,Repulse Bay (Nichols Site E) [Naujaat],66.5233,-86.2403,Moss Polster,,NA,NA,,NA,,,,,
1410,3452,Kellys Hollow,45.3,-90.35,Mire,,2,Site description: bog. Area: Heide 1984,,0.4,,,,,
1416,3454,Marais de Keswick,44.19583,-79.51278,Marsh,,1,From paper,,150,,,,,
1483,3455,Kirchner Marsh,44.77085,-93.12255,Marsh,,NA,NA,,NA,,,,,
338,346,Lac Castor,46.61389,-72.99861,Natural Lake,,3,No Publication but nearby lake named lac Castor,,0.8,,,,,
1544,3468,Lake Ann,45.42363,-93.690695,Glacial Origin Lake,,2,"Confirmed lake: descripiton, Keen and Shane 1990",,58.5,,,,,
1544,3469,Lake Ann,45.42363,-93.690695,Glacial Origin Lake,,2,"Confirmed lake: descripiton, Keen and Shane 1990",,58.5,,,,,
339,347,Cascade Fen [Engineer Mountain Bog],37.647645,-107.808675,Fen,,NA,NA,,NA,,,,,
257,3471,Lake BI2,57.11667,-76.37833,Glacial Origin Lake,,NA,NA,,NA,,,,,
197,3473,Lake Mary,46.25,-89.9,Glacial Origin Lake,,NA,NA,,NA,,,,,
1598,3482,Lake of the Clouds,48.142555,-91.11254,Glacial Scour Lake,,1,Confirmed lake: site description; Area: Swain 1973,,12.5,,,,,
1617,3484,Lake Louise,30.725,-83.25833,Solution Origin Lake,,NA,NA,,NA,,,,,
1669,3485,McNearney Lake,46.42694,-84.951965,Glacial Origin Lake,,2,Compiled from Hydrological database.,,49.5,,,,,
1669,3486,McNearney Lake,46.42694,-84.951965,Glacial Origin Lake,,2,Compiled from Hydrological database.,,49.5,,,,,
1676,3487,Medicine Lake,44.98419,-97.350125,Glacial Origin Lake,,2,"Confirmed site with Google Earth, changed area",,289.2,,,,,
1679,3488,Lake Mendota,43.1,-89.41667,Lacustrine,,2,"Confirmed lake, Winkler 1986",,3961.2,,,,,
1701,3492,Lake Minnie,47.244755,-95.007715,Kettle Lake,,2,Confirmed lake: description and Almendinger 1992,,30.1,,,,,
558,3493,Mohawk Pond,41.81115,-73.292685,Kettle Lake,,2,"Confirmed lake, site description: kettle lake",,6.9,,,,,
1803,3500,Patschke Bog,30.36667,-97.11667,Mire,,3,Confirmed area (www.nativefishlab.net/library/textpdf/18616.pdf),,3.3,,,,,
344,352,Cedar Bog,45.41111,-93.19722,Kettle Lake,,1,"Confirmed site with Google Earth, changed area",,3,,,,,
1814,3541,Pogonia Bog Pond,45.03503,-93.6305,Mire,,1,Unsure if pond or bog,,0.9,,,,,
1813,3542,Pickerel Lake,45.501375,-97.27683,Glacial Origin Lake,,2,"Confirmed site with Google Earth, changed area",,823,,,,,
1814,3558,Pogonia Bog Pond,45.03503,-93.6305,Kettle Lake,,1,Unsure if pond or bog,,0.9,,,,,
1902,3559,Portage Marsh,41.57611,-87.2225,Marsh,,2,Confirmed loc and area: Singer et al 1996,,6.7,,,,,
